cod_municipio,municipio,total_domicilios,perc_agua_rede,perc_esgoto_rede,perc_lixo_coletado,perc_alfabetizacao,renda_media,per_domicilio_urbano
1100320,São Miguel do Guaporé - RO,7884,15.690005073566718,1.8138001014713343,55.720446473871135,92.68,1303.07,55.285417148139594
1100338,Nova Mamoré - RO,8447,9.269563158517817,0.8168580561145968,49.22457677281875,90.69,1152.19,57.848608709322434
1100346,Alvorada D'Oeste - RO,4814,52.86663896967178,42.52181138346489,60.38637307852098,88.53,1223.18,59.08363192803232
1100379,Alto Alegre dos Parecis - RO,4036,19.796828543111992,0.6194251734390486,44.821605550049554,90.79,1173.26,43.43583935882916
1100403,Alto Paraíso - RO,5762,8.799028115237764,0.13884068031933355,54.23464074973967,91.73,1185.26,49.98774509803921
1100452,Buritis - RO,9905,15.75971731448763,0.4543160020191822,69.58101968702675,92.46,1219.49,69.35553015147184
1100502,Novo Horizonte do Oeste - RO,2798,27.197998570407435,0.32165832737669764,46.0686204431737,90.03,1102.33,43.15899308725707
1100601,Cacaulândia - RO,1483,13.958192852326365,32.97370195549561,47.066756574511125,88.08,1187.1,46.554216867469876
1100700,Campo Novo de Rondônia - RO,3066,19.015003261578602,0.2609262883235486,31.996086105675147,90.46,1004.63,30.879692446856627
1100809,Candeias do Jamari - RO,7431,53.46521329565335,1.1976853720898937,69.29080877405464,91.87,927.05,76.4634692962797
1100908,Castanheiras - RO,1198,30.30050083472454,,37.89649415692821,89.81,1163.49,23.724095267553356
1100924,Chupinguaia - RO,3206,61.69681846537741,0.8733624454148471,66.71865252651278,92.64,1275.25,56.86400686400687
1100940,Cujubim - RO,5203,10.724581971939266,0.11531808571977706,63.424947145877375,92.34,1152.39,65.41747964744667
1101005,Governador Jorge Teixeira - RO,2890,2.006920415224913,0.03460207612456747,33.910034602076124,89.21,943.98,31.78352705911761
1101104,Itapuã do Oeste - RO,2910,7.766323024054983,0.5498281786941581,69.89690721649484,90.31,1014.42,69.20917173607862
1101203,Ministro Andreazza - RO,2383,28.24171212757029,5.581200167855644,48.762064624423,88.99,1209.48,45.855242808536964
1101302,Mirante da Serra - RO,3508,26.339794754846068,7.782212086659065,57.41163055872291,89.07,1199.72,54.00108283703303
1101401,Monte Negro - RO,4223,33.90954297892493,0.16575893914278947,47.83329386691925,89.15,1241.8,45.60962937305161
1101435,Nova União - RO,2230,17.757847533632287,0.8968609865470852,31.0762331838565,89.7,920.17,27.20967741935484
1101450,Parecis - RO,1482,30.364372469635626,4.116059379217274,39.27125506072874,89.53,1014.39,35.24848484848485
1101468,Pimenteiras do Oeste - RO,740,47.56756756756757,5.27027027027027,62.56756756756757,93.15,911.62,56.72541743970315
1101476,Primavera de Rondônia - RO,1133,58.69373345101501,0.264783759929391,65.93115622241837,87.46,919.32,45.18855656697009
1101484,São Felipe D'Oeste - RO,1962,32.415902140672785,,42.45667686034659,89.81,1362.82,41.15633320654241
1101492,São Francisco do Guaporé - RO,5799,4.828418692878082,0.2586652871184687,60.97603035006035,91.86,1172.03,56.85865160260346
1101500,Seringueiras - RO,3951,21.386990635282206,14.527967603138444,49.00025310048089,92.73,1027.63,45.52860084146451
1101559,Teixeirópolis - RO,1582,10.303413400758533,0.31605562579013907,50.821744627054365,89.96,1179.05,38.55733082706767
1101609,Theobroma - RO,3007,11.905553708014633,0.2327901563019621,36.08247422680412,88.38,1102.84,30.703808702083073
1101708,Urupá - RO,3950,30.860759493670887,3.5949367088607596,52.25316455696203,90.24,1121.21,51.25407925407926
1101757,Vale do Anari - RO,2800,11.571428571428571,0.07142857142857142,46.0,88.35,1095.38,45.10785824345147
1101807,Vale do Paraíso - RO,2446,,0.04088307440719542,44.930498773507765,89.5,1218.98,39.35792560580336
1200013,Acrelândia - AC,4461,27.146379735485315,0.8518269446312485,55.45841739520287,88.35,880.5,55.38121389344555
1200054,Assis Brasil - AC,2426,56.553998351195375,6.595218466611706,62.9843363561418,85.3,775.86,59.48148148148148
1200104,Brasiléia - AC,8665,61.304096941719564,33.49105597230236,66.99365262550491,89.01,914.18,64.4
1200138,Bujari - AC,4193,40.20987359885523,3.7443357977581684,47.69854519437157,81.26,709.71,46.00139351242549
1200179,Capixaba - AC,3468,39.129181084198386,1.124567474048443,44.146482122260664,84.27,806.69,40.65627405696689
1200203,Cruzeiro do Sul - AC,26737,66.57815012903467,8.59109099749411,82.97864382690653,86.24,905.21,74.23711474838935
1200252,Epitaciolândia - AC,6477,61.942257217847775,4.662652462559827,70.95877721167207,88.78,1026.76,68.8862824545503
1200302,Feijó - AC,9366,17.285927824044418,3.3952594490711085,54.911381592995944,77.35,610.92,51.129114209902326
1200328,Jordão - AC,2003,46.28057913130304,3.4448327508736893,47.72840738891663,81.88,542.04,39.83951420516157
1200336,Mâncio Lima - AC,5678,59.65128566396618,1.2856639661852765,65.3399084184572,84.27,695.9,65.96351197263398
1200344,Manoel Urbano - AC,3242,49.84577421344849,15.453423812461445,52.745219000616906,77.84,622.38,56.06035345115038
1200351,Marechal Thaumaturgo - AC,4321,37.09789400601712,1.7125665355241841,41.88845174728072,77.17,516.91,34.48195167612473
1200385,Plácido de Castro - AC,5552,40.778097982708935,5.8537463976945245,63.54466858789626,84.38,992.54,64.84903381642512
1200393,Porto Walter - AC,2611,51.97242435848334,5.170432784373803,50.36384527001149,81.1,603.27,46.120167675826735
1200401,Rio Branco - AC,123861,58.98870508069529,68.19095599098989,94.65772115516587,93.04,1436.01,93.49400695259297
